Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
K52.9	Colitis NOS	325527	cilantro extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1232311	salix nigra bark extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	862478	green bell pepper allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309370	plantago lanceolata leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852020	artemisia tridentata pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1351002	leonurus cardiaca extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1371996	viola tricolor extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309814	astragalus propinquus root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1486503	white mustard seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1356680	camellia sinensis whole extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1328313	thymus serpyllum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	973880	ficus carica allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259415	echinacea angustifolia root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1010965	oregano allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309460	chia seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	895582	avocado allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892499	tomato allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	319781	eucalyptus extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899355	basil allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	285149	banana extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426473	lime extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	237116	grape seed extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899452	mustard greens allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1314587	cardamom extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1010879	bay leaf allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901337	rice allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	972601	eggplant allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311368	plantago major extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1010971	peppermint allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1427139	ophiocordyceps sinensis extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1012140	wheat bran allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	968401	trichoderma viride allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309226	chamomile extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1605249	sarracenia purpurea extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899428	haddock allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309395	acorus calamus root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	971379	green olive allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1011418	watercress allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1370469	onion extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1312383	quercus alba extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1992412	papaya extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899414	allium sativum allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	285159	passion flower extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891752	american chestnut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899637	caraway seed allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	144377	arnica extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	882482	trout allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891687	english walnut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	319837	gotu kola extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1310164	centella asiatica extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899877	parsley allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1305743	ilex paraguariensis leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311531	european elderberry extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891658	peanut allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	578315	hoodia gordonii extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899883	pear allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	285157	matricaria chamomilla extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1364404	long pepper extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	466195	botrytis cinerea extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1310040	millet extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1010915	chocolate allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307946	cola nut extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309690	dioscorea villosa tuber extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309324	wormwood extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	283579	milk thistle extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	851870	agrostis gigantea pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259276	pine bark extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	892517	cantaloupe allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901390	common carp allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1372003	bamboo extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1543082	bergamot orange extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901291	vanilla bean allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852272	pecan pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901195	safflower seed allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	891652	nutmeg allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852102	aureobasidium pullulans var. pullutans extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1376346	lavandula angustifolia whole extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	236665	black cohosh extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1492174	pineapple extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1309764	krameria lappacea root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852419	beech pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	975763	anethum graveolens allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	89781	atropa belladona extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	91264	malt soup extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	972480	red currant allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	967970	pyrethrum cinerariifolium allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	259265	ginkgo biloba leaf extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852834	kentucky bluegrass pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1341384	artemisia vulgaris root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1426431	macrocystis pyrifera extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899873	paprika allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1006510	barley malt allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1311477	chondrus crispus extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	124323	grapefruit extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1352033	fagopyrum esculentum extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1307945	gentiana lutea root extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1370435	glycyrrhiza glabra extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	899470	plum allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	901351	flaxseed allergenic extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	1305720	chinese cinnamon extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K52.9	Colitis NOS	852132	beta vulgaris pollen extract	E87.2	Acidosis	0.001055	2e-16	-0.015036	UKB
K26	Duodenal ulcer	283742	esomeprazole	K31.1	Pyloric stenosis NOS	0.001054	2e-16	-0.137604	UKB
K52.9	Colitis NOS	113588	Erythromycin / Sulfisoxazole	M81.0	Osteoporosis NOS	0.001054	2e-16	-0.013224	MIMIC-IV
K52.9	Colitis NOS	4053	erythromycin	M81.0	Osteoporosis NOS	0.001054	2e-16	-0.013224	MIMIC-IV
N28.9	Nephropathy NOS	7417	nifedipine	E87.5	Hyperkalemia	0.001052	2e-16	-0.023118	UKB
I21	cardiac infarction	3827	enalapril	I25.3	Mural aneurysm	0.001051	2e-16	-0.412428	UKB
M32.9	Systemic lupus erythematosus NOS	216525	Dexamethasone / Neomycin / Polymyxin B	I73.0	Raynaud's disease	0.001051	2e-16	0.066412	MIMIC-IV
M32.9	Systemic lupus erythematosus NOS	3264	dexamethasone	I73.0	Raynaud's disease	0.001051	2e-16	0.066412	MIMIC-IV
I21	cardiac infarction	6185	labetalol	I25.5	Ischemic cardiomyopathy	0.001049	2e-16	-0.043608	MIMIC-IV
K21.9	Esophageal reflux NOS	36676	sodium bicarbonate	H92.0	Otalgia	0.001046	0.004	-0.065724	UKB
K21.9	Esophageal reflux NOS	235496	sodium phosphate, monobasic	H92.0	Otalgia	0.001046	0.004	-0.065724	UKB
K21.9	Esophageal reflux NOS	267453	sodium acetate, anhydrous	H92.0	Otalgia	0.001046	0.004	-0.065724	UKB
K21.9	Esophageal reflux NOS	36709	sodium phosphate	H92.0	Otalgia	0.001046	0.004	-0.065724	UKB
K21.9	Esophageal reflux NOS	56466	sodium citrate	H92.0	Otalgia	0.001046	0.004	-0.065724	UKB
K21.9	Esophageal reflux NOS	236719	sodium phosphate, dibasic	H92.0	Otalgia	0.001046	0.004	-0.065724	UKB
K21.9	Esophageal reflux NOS	1546277	bicarbonate ion	H92.0	Otalgia	0.001046	0.004	-0.065724	UKB
I10	high blood pressure	1369	bendroflumethiazide	I70	atheroma	0.001045	2e-16	-0.045532	UKB
I10	high blood pressure	214288	Bendroflumethiazide / Nadolol	I70	atheroma	0.001045	2e-16	-0.045532	UKB
E66.9	Obesity NOS	37925	orlistat	E10	Type 1 diabetes mellitus	0.001045	2e-16	-0.011552	UKB
I10	high blood pressure	9997	spironolactone	I25.10	Atherosclerotic heart disease NOS	0.001045	0.014	-0.007141	MIMIC-IV
B34.9	Viremia NOS	260101	oseltamivir	G62.9	Neuropathy NOS	0.001045	2e-16	-0.029213	MIMIC-IV
I10	high blood pressure	10600	timolol	N18.9	Chronic uremia NOS	0.001044	2e-16	-0.018778	UKB
I10	high blood pressure	1157100	timolol ophthalmic product	N18.9	Chronic uremia NOS	0.001044	2e-16	-0.018778	UKB
D86	Sarcoidosis	693010	Neomycin / Polymyxin B / prednisolone	G62.9	Neuropathy NOS	0.00104	0.004	-0.0255	UKB
D86	Sarcoidosis	690161	prednisolone / Sulfacetamide	G62.9	Neuropathy NOS	0.00104	0.004	-0.0255	UKB
D86	Sarcoidosis	8638	prednisolone	G62.9	Neuropathy NOS	0.00104	0.004	-0.0255	UKB
I10	high blood pressure	29046	lisinopril	H54	Blindness and low vision	0.00104	2e-16	-0.0286	UKB
I10	high blood pressure	214618	Hydrochlorothiazide / Lisinopril	H54	Blindness and low vision	0.00104	2e-16	-0.0286	UKB
E11	diabetes NOS	52175	losartan	E74	Other disorders of carbohydrate metabolism	0.00104	2e-16	-0.306	UKB
I21	cardiac infarction	41127	fluvastatin	I72	Other aneurysm	0.001039	2e-16	-0.029963	UKB
E11	diabetes NOS	83818	irbesartan	K74.0	Hepatic fibrosis	0.001038	0.002	-0.146649	UKB
K21.9	Esophageal reflux NOS	114979	rabeprazole	C15.5	Lower third of esophagus	0.001037	2e-16	-0.036036	UKB
I21	cardiac infarction	54552	perindopril	I25.3	Mural aneurysm	0.001035	2e-16	-0.475812	UKB
I21	cardiac infarction	2599	clonidine	I70	atheroma	0.001032	2e-16	-0.016466	UKB
C50	Paget's disease of breast	261414	Estradiol / norgestimate	K81	Cholecystitis	0.00103	2e-16	-0.0135	UKB
C50	Paget's disease of breast	4083	estradiol	K81	Cholecystitis	0.00103	2e-16	-0.0135	UKB
C50	Paget's disease of breast	4124	ethinyl estradiol	K81	Cholecystitis	0.00103	2e-16	-0.0135	UKB
C50	Paget's disease of breast	687333	Estradiol / Levonorgestrel	K81	Cholecystitis	0.00103	2e-16	-0.0135	UKB
C50	Paget's disease of breast	608838	drospirenone / estradiol	K81	Cholecystitis	0.00103	2e-16	-0.0135	UKB
M45	Ankylosing spondylitis	5640	ibuprofen	M24.6	Ankylosis of joint	0.00103	2e-16	-1.31	UKB
K21	Gastro-esophageal reflux disease	7646	omeprazole	D72.1	Eosinophilia	0.00103	2e-16	-0.282	UKB
E11	diabetes NOS	52175	losartan	L25.9	Contact eczema (occupational) NOS	0.00103	0.006	-0.201	UKB
M32.9	Systemic lupus erythematosus NOS	216525	Dexamethasone / Neomycin / Polymyxin B	E43	Starvation edema	0.001027	2e-16	-0.082128	MIMIC-IV
M32.9	Systemic lupus erythematosus NOS	3264	dexamethasone	E43	Starvation edema	0.001027	2e-16	-0.082128	MIMIC-IV
E83.52	Hypercalcemia	762675	methylprednisolone 4 mg oral tablet	N17.0	Tubular necrosis NOS	0.001027	2e-16	-0.031843	MIMIC-IV
E83.52	Hypercalcemia	6902	methylprednisolone	N17.0	Tubular necrosis NOS	0.001027	2e-16	-0.031843	MIMIC-IV
J81	Pulmonary edema	1808	bumetanide	J96.0	Acute respiratory failure	0.00102	2e-16	-0.0586	UKB
I10	high blood pressure	4917	glyceryl trinitrate	N18.9	Chronic uremia NOS	0.00102	2e-16	-0.0189	UKB
M06.9	Rheumatoid arthritis, unspecified	693010	Neomycin / Polymyxin B / prednisolone	J47	Bronchiectasis	0.00102	2e-16	-0.014277	UKB
M06.9	Rheumatoid arthritis, unspecified	690161	prednisolone / Sulfacetamide	J47	Bronchiectasis	0.00102	2e-16	-0.014277	UKB
M06.9	Rheumatoid arthritis, unspecified	8638	prednisolone	J47	Bronchiectasis	0.00102	2e-16	-0.014277	UKB
E16.2	Hypoglycemia, unspecified	25789	glimepiride	K42	Umbilical hernia	0.00102	2e-16	-0.0112	UKB
E16.2	Hypoglycemia, unspecified	25789	glimepiride	I46	Cardiac arrest	0.00102	2e-16	-0.021737	UKB
J44.9	Chronic obstructive lung disease NOS	36117	salmeterol	I73.0	Raynaud's disease	0.00102	2e-16	-0.0154	UKB
E11	diabetes NOS	52175	losartan	A18	Tuberculosis of other organs	0.00102	2e-16	-0.259	UKB
E11	diabetes NOS	83818	irbesartan	I72.9	Aneurysm of unspecified site	0.00102	2e-16	-0.309	UKB
J80	Adult hyaline membrane disease	762675	methylprednisolone 4 mg oral tablet	I27.20	Pulmonary hypertension NOS	0.00102	2e-16	-0.014524	MIMIC-IV
J80	Adult hyaline membrane disease	6902	methylprednisolone	I27.20	Pulmonary hypertension NOS	0.00102	2e-16	-0.014524	MIMIC-IV
K21.9	Esophageal reflux NOS	36676	sodium bicarbonate	K22.9	Disease of esophagus, unspecified	0.001018	0.002	-0.05418	UKB
K21.9	Esophageal reflux NOS	235496	sodium phosphate, monobasic	K22.9	Disease of esophagus, unspecified	0.001018	0.002	-0.05418	UKB
K21.9	Esophageal reflux NOS	267453	sodium acetate, anhydrous	K22.9	Disease of esophagus, unspecified	0.001018	0.002	-0.05418	UKB
K21.9	Esophageal reflux NOS	36709	sodium phosphate	K22.9	Disease of esophagus, unspecified	0.001018	0.002	-0.05418	UKB
K21.9	Esophageal reflux NOS	56466	sodium citrate	K22.9	Disease of esophagus, unspecified	0.001018	0.002	-0.05418	UKB
K21.9	Esophageal reflux NOS	236719	sodium phosphate, dibasic	K22.9	Disease of esophagus, unspecified	0.001018	0.002	-0.05418	UKB
K21.9	Esophageal reflux NOS	1546277	bicarbonate ion	K22.9	Disease of esophagus, unspecified	0.001018	0.002	-0.05418	UKB
A42	Actinomycosis	733	ampicillin	J86	Pyothorax	0.001018	2e-16	0.00517	MIMIC-IV
J45	Asthma	762675	methylprednisolone 4 mg oral tablet	J98.4	Pulmolithiasis	0.001018	2e-16	0.01469	MIMIC-IV
J45	Asthma	6902	methylprednisolone	J98.4	Pulmolithiasis	0.001018	2e-16	0.01469	MIMIC-IV
D64.9	Anemia, unspecified	24947	ferrous sulfate	I51.7	Cardiomegaly	0.001017	2e-16	-0.006937	UKB
I21	cardiac infarction	3827	enalapril	I51.4	Myocarditis NOS	0.001016	0.002	-0.352443	UKB
R73.9	Hyperglycemia, unspecified	84108	rosiglitazone	H26	Other cataract	0.001016	2e-16	-0.0029	UKB
N18.9	Chronic uremia NOS	1808	bumetanide	D64.9	Anemia, unspecified	0.001014	2e-16	-0.003306	UKB
E87.6	Hypokalemia	324042	Hydrochlorothiazide / Spironolactone	N18.9	Chronic uremia NOS	0.001014	2e-16	-0.007804	UKB
E87.6	Hypokalemia	9997	spironolactone	N18.9	Chronic uremia NOS	0.001014	2e-16	-0.007804	UKB
I21	cardiac infarction	261415	Fosinopril / Hydrochlorothiazide	I51.9	Heart disease, unspecified	0.001014	0.002	-0.02795	UKB
I21	cardiac infarction	50166	fosinopril	I51.9	Heart disease, unspecified	0.001014	0.002	-0.02795	UKB
E83.52	Hypercalcemia	4603	furosemide	E87.3	Alkalosis	0.001014	2e-16	-0.036721	MIMIC-IV
N04	lipoid nephrosis	324042	Hydrochlorothiazide / Spironolactone	N18.9	Chronic uremia NOS	0.001012	0.022	-0.01819	UKB
N04	lipoid nephrosis	9997	spironolactone	N18.9	Chronic uremia NOS	0.001012	0.022	-0.01819	UKB
I21	cardiac infarction	6185	labetalol	N17.9	Acute renal failure, unspecified	0.001012	0.002	-0.00473	MIMIC-IV
M32	Systemic lupus erythematosus	693010	Neomycin / Polymyxin B / prednisolone	M81.0	Osteoporosis NOS	0.001012	2e-16	-0.034933	MIMIC-IV
M32	Systemic lupus erythematosus	690161	prednisolone / Sulfacetamide	M81.0	Osteoporosis NOS	0.001012	2e-16	-0.034933	MIMIC-IV
M32	Systemic lupus erythematosus	8638	prednisolone	M81.0	Osteoporosis NOS	0.001012	2e-16	-0.034933	MIMIC-IV
I21	cardiac infarction	52175	losartan	F43.1	Traumatic neurosis	0.001012	2e-16	-0.016859	MIMIC-IV
I21	cardiac infarction	214619	Hydrochlorothiazide / Losartan	F43.1	Traumatic neurosis	0.001012	2e-16	-0.016859	MIMIC-IV
M06.9	Rheumatoid arthritis, unspecified	693010	Neomycin / Polymyxin B / prednisolone	E85	Amyloidosis	0.001011	0.002	-0.111268	UKB
M06.9	Rheumatoid arthritis, unspecified	690161	prednisolone / Sulfacetamide	E85	Amyloidosis	0.001011	0.002	-0.111268	UKB
M06.9	Rheumatoid arthritis, unspecified	8638	prednisolone	E85	Amyloidosis	0.001011	0.002	-0.111268	UKB
L40	Psoriasis	802755	liver stomach concentrate	L65.9	Alopecia NOS	0.00101	2e-16	-0.307	UKB
L40	Psoriasis	2669	cod liver oil	L65.9	Alopecia NOS	0.00101	2e-16	-0.307	UKB
L40	Psoriasis	91472	shark liver oil	L65.9	Alopecia NOS	0.00101	2e-16	-0.307	UKB
L40	Psoriasis	900025	atlantic cod allergenic extract	L65.9	Alopecia NOS	0.00101	2e-16	-0.307	UKB
L40	Psoriasis	6459	liver extract	L65.9	Alopecia NOS	0.00101	2e-16	-0.307	UKB
I10	high blood pressure	19484	bisoprolol	I70	atheroma	0.00101	2e-16	-0.0413	UKB
R73.9	Hyperglycemia, unspecified	33738	pioglitazone	E87.2	Acidosis	0.00101	2e-16	-0.0192	UKB
R73.9	Hyperglycemia, unspecified	1368402	alogliptin / pioglitazone	E87.2	Acidosis	0.00101	2e-16	-0.0192	UKB
J44.9	Chronic obstructive lung disease NOS	284635	fluticasone / salmeterol	D59	Acquired hemolytic anemia	0.00101	0.002	-0.0841	UKB
H16	Keratitis	216525	Dexamethasone / Neomycin / Polymyxin B	H54	Blindness and low vision	0.00101	0.006	-0.224	MIMIC-IV
H16	Keratitis	3264	dexamethasone	H54	Blindness and low vision	0.00101	0.006	-0.224	MIMIC-IV
I21	cardiac infarction	6185	labetalol	J96.0	Acute respiratory failure	0.001009	2e-16	-0.004505	MIMIC-IV
J44.9	Chronic obstructive lung disease NOS	689579	Acetaminophen / Chlorpheniramine / Codeine / Phenylephrine	I10	high blood pressure	0.001008	0.006	-0.001873	UKB
J44.9	Chronic obstructive lung disease NOS	2670	codeine	I10	high blood pressure	0.001008	0.006	-0.001873	UKB
J44.9	Chronic obstructive lung disease NOS	690647	Brompheniramine / Codeine / Phenylephrine	I10	high blood pressure	0.001008	0.006	-0.001873	UKB
J44.9	Chronic obstructive lung disease NOS	214442	Codeine / Guaifenesin	I10	high blood pressure	0.001008	0.006	-0.001873	UKB
N08	Nephritis	762675	methylprednisolone 4 mg oral tablet	D64.9	Anemia, unspecified	0.001007	0.004	-0.004154	MIMIC-IV
N08	Nephritis	6902	methylprednisolone	D64.9	Anemia, unspecified	0.001007	0.004	-0.004154	MIMIC-IV
E83.52	Hypercalcemia	1158231	triamcinolone topical product	N17.0	Tubular necrosis NOS	0.001007	2e-16	-0.030356	MIMIC-IV
E83.52	Hypercalcemia	10759	triamcinolone	N17.0	Tubular necrosis NOS	0.001007	2e-16	-0.030356	MIMIC-IV
I21	cardiac infarction	29046	lisinopril	I51.4	Myocarditis NOS	0.001006	2e-16	-0.475371	UKB
I21	cardiac infarction	214618	Hydrochlorothiazide / Lisinopril	I51.4	Myocarditis NOS	0.001006	2e-16	-0.475371	UKB
I50.9	Congestive heart disease	321064	olmesartan	E87.7	Fluid overload	0.001006	2e-16	-0.017484	UKB
K26	Duodenal ulcer	114979	rabeprazole	K92.0	Hematemesis	0.001001	2e-16	-0.020264	UKB
I21	cardiac infarction	4917	glyceryl trinitrate	J81	Pulmonary edema	0.001	2e-16	-0.0439	UKB
N28.9	Nephropathy NOS	214621	Hydrochlorothiazide / Metoprolol	E87.7	Fluid overload	0.001	2e-16	-0.024596	UKB
N28.9	Nephropathy NOS	6918	metoprolol	E87.7	Fluid overload	0.001	2e-16	-0.024596	UKB
I10	high blood pressure	35296	ramipril	I67.9	Cerebrovascular disease, unspecified	0.001	2e-16	-0.0408	UKB
I50.9	Congestive heart disease	69749	valsartan	J81.1	Pulmonary edema NOS	0.001	2e-16	-0.0282	MIMIC-IV
